@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
2329,'2020/05/04 09:23:06:206',3,109.977867,4.392772,66.234337,1,1,0.361113,0.971249
2330,'2020/05/04 09:23:06:206',3,110.005226,4.392772,66.234337,1,1,0.361113,0.971249
2331,'2020/05/04 09:23:06:215',3,110.005226,4.392772,24.615095,1,1,0.361113,0.971249
2332,'2020/05/04 09:23:06:216',3,110.005226,0,24.615095,1,1,0.361113,0.971249
2333,'2020/05/04 09:23:06:216',3,0,0,24.615095,1,1,0.361113,0.971249
2334,'2020/05/04 09:23:06:225',3,0,0,0,1,1,0.361113,0.971249
2335,'2020/05/04 09:23:06:226',3,0,4.608697,0,1,1,0.361113,0.971249
2336,'2020/05/04 09:23:06:226',3,128,4.608697,0,1,1,0.361113,0.971249
2337,'2020/05/04 09:23:06:239',3,128,4.608697,31.893976,1,1,0.361113,0.971249
2338,'2020/05/04 09:23:06:239',3,128,4.675447,31.893976,1,1,0.361113,0.971249
2339,'2020/05/04 09:23:06:239',3,128,4.675447,31.893976,1,1,0.361113,0.971249
2340,'2020/05/04 09:23:06:255',3,128,4.675447,30.294495,1,1,0.361113,0.971249
2341,'2020/05/04 09:23:06:256',3,128,4.672733,30.294495,1,1,0.361113,0.971249
2342,'2020/05/04 09:23:06:257',3,128,4.672733,30.294495,1,1,0.361113,0.971249
2343,'2020/05/04 09:23:06:265',3,128,4.672733,27.199667,1,1,0.361113,0.971249
2344,'2020/05/04 09:23:06:265',3,128,4.581312,27.199667,1,1,0.361113,0.971249
2345,'2020/05/04 09:23:06:266',3,128,4.581312,27.199667,1,1,0.361113,0.971249
2346,'2020/05/04 09:23:06:276',3,128,4.581312,26.249849,1,1,0.361113,0.971249
2347,'2020/05/04 09:23:06:276',3,128,4.61239,26.249849,1,1,0.361113,0.971249
2348,'2020/05/04 09:23:06:276',3,128,4.61239,26.249849,1,1,0.361113,0.971249
2349,'2020/05/04 09:23:06:285',3,128,4.61239,25.400492,1,1,0.361113,0.971249
2350,'2020/05/04 09:23:06:285',3,128,0,25.400492,1,1,0.361113,0.971249
2351,'2020/05/04 09:23:06:286',3,0,0,25.400492,1,1,0.361113,0.971249
2352,'2020/05/04 09:23:06:295',3,0,0,0,1,1,0.361113,0.971249
2353,'2020/05/04 09:23:06:296',3,0,0,0,1,1,0.361113,0.971249
2354,'2020/05/04 09:23:06:296',3,0,0,0,1,1,0.361113,0.971249
2355,'2020/05/04 09:23:06:307',3,0,0,0,1,1,0.361113,0.971249
2356,'2020/05/04 09:23:06:307',3,0,4.70787,0,1,1,0.361113,0.971249
2357,'2020/05/04 09:23:06:308',3,109.529968,4.70787,0,1,1,0.361113,0.971249
2358,'2020/05/04 09:23:06:326',3,109.529968,4.70787,67.475754,1,1,0.361113,0.971249
2359,'2020/05/04 09:23:06:326',3,109.529968,4.576524,67.475754,1,1,0.361113,0.971249
2360,'2020/05/04 09:23:06:326',3,109.944626,4.576524,67.475754,1,1,0.361113,0.971249
2361,'2020/05/04 09:23:06:338',3,109.944626,4.576524,26.160503,1,1,0.361113,0.971249
2362,'2020/05/04 09:23:06:338',3,109.944626,4.488905,26.160503,1,1,0.361113,0.971249
2363,'2020/05/04 09:23:06:338',3,128,4.488905,26.160503,1,1,0.361113,0.971249
2364,'2020/05/04 09:23:06:346',3,128,4.488905,29.686338,1,1,0.361113,0.971249
2365,'2020/05/04 09:23:06:347',3,128,4.665884,29.686338,1,1,0.361113,0.971249
2366,'2020/05/04 09:23:06:347',3,128,4.665884,29.686338,1,1,0.361113,0.971249
2367,'2020/05/04 09:23:06:357',3,128,4.665884,31.759293,1,1,0.361113,0.971249
2368,'2020/05/04 09:23:06:357',3,128,4.95801,31.759293,1,1,0.361113,0.971249
2369,'2020/05/04 09:23:06:357',3,128,4.95801,31.759293,1,1,0.361113,0.971249
2370,'2020/05/04 09:23:06:368',3,128,4.95801,32.918785,1,1,0.361113,0.971249
2371,'2020/05/04 09:23:06:368',3,128,5.156526,32.918785,1,1,0.361113,0.971249
2372,'2020/05/04 09:23:06:368',3,128,5.156526,32.918785,1,1,0.361113,0.971249
2373,'2020/05/04 09:23:06:376',3,128,5.156526,32.3325,1,1,0.361113,0.971249
2374,'2020/05/04 09:23:06:376',3,128,5.326353,32.3325,1,1,0.361113,0.971249
2375,'2020/05/04 09:23:06:377',3,128,5.326353,32.3325,1,1,0.361113,0.971249
2376,'2020/05/04 09:23:06:396',3,128,5.326353,32.944984,1,1,0.361113,0.971249
2377,'2020/05/04 09:23:06:396',3,128,5.453049,32.944984,1,1,0.361113,0.971249
2378,'2020/05/04 09:23:06:396',3,128,5.453049,32.944984,1,1,0.361113,0.971249
2379,'2020/05/04 09:23:06:405',3,128,5.453049,32.283154,1,1,0.361113,0.971249
2380,'2020/05/04 09:23:06:406',3,128,5.375022,32.283154,1,1,0.361113,0.971249
2381,'2020/05/04 09:23:06:406',3,128,5.375022,32.283154,1,1,0.361113,0.971249
2382,'2020/05/04 09:23:06:416',3,128,5.375022,30.66839,1,1,0.361113,0.971249
2383,'2020/05/04 09:23:06:417',3,128,5.30082,30.66839,1,1,0.361113,0.971249
2384,'2020/05/04 09:23:06:417',3,128,5.30082,30.66839,1,1,0.361113,0.971249
2385,'2020/05/04 09:23:06:425',3,128,5.30082,28.264282,1,1,0.361113,0.971249
2386,'2020/05/04 09:23:06:426',3,128,5.328704,28.264282,1,1,0.361113,0.971249
2387,'2020/05/04 09:23:06:426',3,128,5.328704,28.264282,1,1,0.361113,0.971249
2388,'2020/05/04 09:23:06:436',3,128,5.328704,28.901627,1,1,0.361113,0.971249
2389,'2020/05/04 09:23:06:437',3,128,5.298139,28.901627,1,1,0.361113,0.971249
2390,'2020/05/04 09:23:06:437',3,128,5.298139,28.901627,1,1,0.361113,0.971249
2391,'2020/05/04 09:23:06:447',3,128,5.298139,70.700867,1,1,0.361113,0.971249
2392,'2020/05/04 09:23:06:447',3,128,5.251608,70.700867,1,1,0.361113,0.971249
2393,'2020/05/04 09:23:06:447',3,109.574623,5.251608,70.700867,1,1,0.361113,0.971249
2394,'2020/05/04 09:23:06:459',3,109.574623,5.251608,70.396324,1,1,0.361113,0.971249
2395,'2020/05/04 09:23:06:459',3,109.574623,5.080842,70.396324,1,1,0.361113,0.971249
2396,'2020/05/04 09:23:06:459',3,109.740562,5.080842,70.396324,1,1,0.361113,0.971249
2397,'2020/05/04 09:23:06:476',3,109.740562,5.080842,69.148041,1,1,0.361113,0.971249
2398,'2020/05/04 09:23:06:477',3,109.740562,4.960938,69.148041,1,1,0.361113,0.971249
2399,'2020/05/04 09:23:06:477',3,109.74897,4.960938,69.148041,1,1,0.361113,0.971249
2400,'2020/05/04 09:23:06:486',3,109.74897,4.960938,68.28756,1,1,0.361113,0.971249
2401,'2020/05/04 09:23:06:487',3,109.74897,5.098978,68.28756,1,1,0.361113,0.971249
2402,'2020/05/04 09:23:06:487',3,109.681206,5.098978,68.28756,1,1,0.361113,0.971249
2403,'2020/05/04 09:23:06:494',3,109.681206,5.098978,68.082314,1,1,0.361113,0.971249
2404,'2020/05/04 09:23:06:495',3,109.681206,5.169689,68.082314,1,1,0.361113,0.971249
2405,'2020/05/04 09:23:06:495',3,109.672348,5.169689,68.082314,1,1,0.361113,0.971249
2406,'2020/05/04 09:23:06:495',3,109.672348,5.169689,67.492714,1,1,0.361113,0.971249
2407,'2020/05/04 09:23:06:495',3,109.672348,5.163145,67.492714,1,1,0.361113,0.971249
2408,'2020/05/04 09:23:06:495',3,109.672348,5.163145,67.492714,1,1,0.361113,0.971249
2409,'2020/05/04 09:23:06:507',3,109.672348,5.163145,30.447689,1,1,0.361113,0.971249
2410,'2020/05/04 09:23:06:507',3,109.672348,5.272666,30.447689,1,1,0.361113,0.971249
2411,'2020/05/04 09:23:06:507',3,128,5.272666,30.447689,1,1,0.361113,0.971249
2412,'2020/05/04 09:23:06:516',3,128,5.272666,36.200851,1,1,0.361113,0.971249
2413,'2020/05/04 09:23:06:517',3,128,5.511007,36.200851,1,1,0.361113,0.971249
2414,'2020/05/04 09:23:06:517',3,128,5.511007,36.200851,1,1,0.361113,0.971249
2415,'2020/05/04 09:23:06:528',3,128,5.511007,35.391125,1,1,0.361113,0.971249
2416,'2020/05/04 09:23:06:528',3,128,5.639973,35.391125,1,1,0.361113,0.971249
2417,'2020/05/04 09:23:06:528',3,128,5.639973,35.391125,1,1,0.361113,0.971249
2418,'2020/05/04 09:23:06:545',3,128,5.639973,28.982109,1,1,0.361113,0.971249
2419,'2020/05/04 09:23:06:545',3,128,5.593864,28.982109,1,1,0.361113,0.971249
2420,'2020/05/04 09:23:06:546',3,128,5.593864,28.982109,1,1,0.361113,0.971249
2421,'2020/05/04 09:23:06:558',3,128,5.593864,77.024368,1,1,0.361113,0.971249
2422,'2020/05/04 09:23:06:558',3,128,5.48518,77.024368,1,1,0.361113,0.971249
2423,'2020/05/04 09:23:06:558',3,109.003944,5.48518,77.024368,1,1,0.361113,0.971249
2424,'2020/05/04 09:23:06:566',3,109.003944,5.48518,71.184784,1,1,0.361113,0.971249
2425,'2020/05/04 09:23:06:566',3,109.003944,5.389463,71.184784,1,1,0.361113,0.971249
2426,'2020/05/04 09:23:06:566',3,109.358093,5.389463,71.184784,1,1,0.361113,0.971249
2427,'2020/05/04 09:23:06:575',3,109.358093,5.389463,66.802872,1,1,0.361113,0.971249
2428,'2020/05/04 09:23:06:575',3,109.358093,5.344688,66.802872,1,1,0.361113,0.971249
2429,'2020/05/04 09:23:06:575',3,109.792747,5.344688,66.802872,1,1,0.361113,0.971249
2430,'2020/05/04 09:23:06:585',3,109.792747,5.344688,66.201904,1,1,0.361113,0.971249
2431,'2020/05/04 09:23:06:586',3,109.792747,5.33041,66.201904,1,1,0.361113,0.971249
2432,'2020/05/04 09:23:06:586',3,109.855255,5.33041,66.201904,1,1,0.361113,0.971249
2433,'2020/05/04 09:23:06:599',3,109.855255,5.33041,28.197611,1,1,0.361113,0.971249
2434,'2020/05/04 09:23:06:599',3,109.855255,5.379903,28.197611,1,1,0.361113,0.971249
2435,'2020/05/04 09:23:06:599',3,128,5.379903,28.197611,1,1,0.361113,0.971249
2436,'2020/05/04 09:23:06:617',3,128,5.379903,26.404507,1,1,0.361113,0.971249
2437,'2020/05/04 09:23:06:617',3,128,5.477538,26.404507,1,1,0.361113,0.971249
2438,'2020/05/04 09:23:06:617',3,128,5.477538,26.404507,1,1,0.361113,0.971249
2439,'2020/05/04 09:23:06:625',3,128,5.477538,26.168617,1,1,0.361113,0.971249
2440,'2020/05/04 09:23:06:625',3,128,5.634865,26.168617,1,1,0.361113,0.971249
2441,'2020/05/04 09:23:06:625',3,128,5.634865,26.168617,1,1,0.361113,0.971249
2442,'2020/05/04 09:23:06:626',3,128,5.634865,27.678041,1,1,0.361113,0.971249
2443,'2020/05/04 09:23:06:626',3,128,5.634865,27.678041,1,1,0.361113,0.971249
2444,'2020/05/04 09:23:06:626',3,128,5.634865,27.678041,1,1,0.361113,0.971249
2445,'2020/05/04 09:23:06:635',3,128,5.634865,29.814619,1,1,0.361113,0.971249
2446,'2020/05/04 09:23:06:636',3,128,5.707246,29.814619,1,1,0.361113,0.971249
2447,'2020/05/04 09:23:06:636',3,128,5.707246,29.814619,1,1,0.361113,0.971249
2448,'2020/05/04 09:23:06:645',3,128,5.707246,31.042709,1,1,0.361113,0.971249
2449,'2020/05/04 09:23:06:645',3,128,5.701965,31.042709,1,1,0.361113,0.971249
2450,'2020/05/04 09:23:06:645',3,128,5.701965,31.042709,1,1,0.361113,0.971249
2451,'2020/05/04 09:23:06:655',3,128,5.701965,29.228739,1,1,0.361113,0.971249
2452,'2020/05/04 09:23:06:656',3,128,5.574927,29.228739,1,1,0.361113,0.971249
2453,'2020/05/04 09:23:06:656',3,128,5.574927,29.228739,1,1,0.361113,0.971249
2454,'2020/05/04 09:23:06:667',3,128,5.574927,74.276077,1,1,0.361113,0.971249
2455,'2020/05/04 09:23:06:668',3,128,5.376364,74.276077,1,1,0.361113,0.971249
2456,'2020/05/04 09:23:06:668',3,109.084335,5.376364,74.276077,1,1,0.361113,0.971249
2457,'2020/05/04 09:23:06:685',3,109.084335,5.376364,75.011505,1,1,0.361113,0.971249
2458,'2020/05/04 09:23:06:686',3,109.084335,5.036748,75.011505,1,1,0.361113,0.971249
2459,'2020/05/04 09:23:06:686',3,109.093025,5.036748,75.011505,1,1,0.361113,0.971249
2460,'2020/05/04 09:23:06:696',3,109.093025,5.036748,74.827271,1,1,0.361113,0.971249
2461,'2020/05/04 09:23:06:697',3,109.093025,4.789688,74.827271,1,1,0.361113,0.971249
2462,'2020/05/04 09:23:06:697',3,109.233139,4.789688,74.827271,1,1,0.361113,0.971249
2463,'2020/05/04 09:23:06:705',3,109.233139,4.789688,74.349854,1,1,0.361113,0.971249
2464,'2020/05/04 09:23:06:705',3,109.233139,4.706999,74.349854,1,1,0.361113,0.971249
2465,'2020/05/04 09:23:06:706',3,109.414192,4.706999,74.349854,1,1,0.361113,0.971249
2466,'2020/05/04 09:23:06:717',3,109.414192,4.706999,72.56694,1,1,0.361113,0.971249
2467,'2020/05/04 09:23:06:717',3,109.414192,4.6566,72.56694,1,1,0.361113,0.971249
2468,'2020/05/04 09:23:06:717',3,109.559639,4.6566,72.56694,1,1,0.361113,0.971249
2469,'2020/05/04 09:23:06:725',3,109.559639,4.6566,71.589737,1,1,0.361113,0.971249
2470,'2020/05/04 09:23:06:725',3,109.559639,4.572893,71.589737,1,1,0.361113,0.971249
2471,'2020/05/04 09:23:06:726',3,109.548569,4.572893,71.589737,1,1,0.361113,0.971249
2472,'2020/05/04 09:23:06:734',3,109.548569,4.572893,71.959023,1,1,0.361113,0.971249
2473,'2020/05/04 09:23:06:734',3,109.548569,4.408424,71.959023,1,1,0.361113,0.971249
2474,'2020/05/04 09:23:06:735',3,109.308136,4.408424,71.959023,1,1,0.361113,0.971249
2475,'2020/05/04 09:23:06:737',3,109.308136,4.408424,72.516594,1,1,0.361113,0.971249
2476,'2020/05/04 09:23:06:737',3,109.308136,4.408424,72.516594,1,1,0.361113,0.971249
2477,'2020/05/04 09:23:06:737',3,109.308136,4.408424,72.516594,1,1,0.361113,0.971249
2478,'2020/05/04 09:23:06:749',3,109.308136,4.408424,56.081703,1,1,0.361113,0.971249
2479,'2020/05/04 09:23:06:749',3,109.308136,4.437697,56.081703,1,1,0.361113,0.971249
2480,'2020/05/04 09:23:06:749',3,108.974121,4.437697,56.081703,1,1,0.361113,0.971249
2481,'2020/05/04 09:23:06:766',3,108.974121,4.437697,61.711086,1,1,0.361113,0.971249
2482,'2020/05/04 09:23:06:767',3,108.974121,4.509056,61.711086,1,1,0.361113,0.971249
2483,'2020/05/04 09:23:06:767',3,108.928612,4.509056,61.711086,1,1,0.361113,0.971249
2484,'2020/05/04 09:23:06:777',3,108.928612,4.509056,72.522064,1,1,0.361113,0.971249
2485,'2020/05/04 09:23:06:778',3,108.928612,4.463279,72.522064,1,1,0.361113,0.971249
2486,'2020/05/04 09:23:06:778',3,109.131111,4.463279,72.522064,1,1,0.361113,0.971249
2487,'2020/05/04 09:23:06:785',3,109.131111,4.463279,72.384323,1,1,0.361113,0.971249
2488,'2020/05/04 09:23:06:785',3,109.131111,4.619107,72.384323,1,1,0.361113,0.971249
2489,'2020/05/04 09:23:06:785',3,109.2425,4.619107,72.384323,1,1,0.361113,0.971249
2490,'2020/05/04 09:23:06:796',3,109.2425,4.619107,74.416824,1,1,0.361113,0.971249
2491,'2020/05/04 09:23:06:797',3,109.2425,4.70761,74.416824,1,1,0.361113,0.971249
2492,'2020/05/04 09:23:06:797',3,109.209717,4.70761,74.416824,1,1,0.361113,0.971249
2493,'2020/05/04 09:23:06:807',3,109.209717,4.70761,77.565636,1,1,0.361113,0.971249
2494,'2020/05/04 09:23:06:807',3,109.209717,4.712745,77.565636,1,1,0.361113,0.971249
2495,'2020/05/04 09:23:06:807',3,109.030312,4.712745,77.565636,1,1,0.361113,0.971249
2496,'2020/05/04 09:23:06:818',3,109.030312,4.712745,77.564087,1,1,0.361113,0.971249
2497,'2020/05/04 09:23:06:818',3,109.030312,4.795382,77.564087,1,1,0.361113,0.971249
2498,'2020/05/04 09:23:06:819',3,109.121895,4.795382,77.564087,1,1,0.361113,0.971249
2499,'2020/05/04 09:23:06:836',3,109.121895,4.795382,75.628357,1,1,0.361113,0.971249
2500,'2020/05/04 09:23:06:837',3,109.121895,4.961264,75.628357,1,1,0.361113,0.971249
2501,'2020/05/04 09:23:06:837',3,109.2939,4.961264,75.628357,1,1,0.361113,0.971249
2502,'2020/05/04 09:23:06:845',3,109.2939,4.961264,75.152328,1,1,0.361113,0.971249
2503,'2020/05/04 09:23:06:845',3,109.2939,4.91458,75.152328,1,1,0.361113,0.971249
2504,'2020/05/04 09:23:06:846',3,109.24192,4.91458,75.152328,1,1,0.361113,0.971249
2505,'2020/05/04 09:23:06:855',3,109.24192,4.91458,76.347519,1,1,0.361113,0.971249
2506,'2020/05/04 09:23:06:856',3,109.24192,4.792087,76.347519,1,1,0.361113,0.971249
2507,'2020/05/04 09:23:07:355',4,107.380768,3.464397,93.012375,1,1,0.361113,0.971249
2508,'2020/05/04 09:23:07:355',4,107.380768,3.503284,93.012375,1,1,0.361113,0.971249
2509,'2020/05/04 09:23:07:356',4,107.38208,3.503284,93.012375,1,1,0.361113,0.971249
2510,'2020/05/04 09:23:07:366',4,107.38208,3.503284,93.379395,1,1,0.361113,0.971249
2511,'2020/05/04 09:23:07:367',4,107.38208,3.661649,93.379395,1,1,0.361113,0.971249
2512,'2020/05/04 09:23:07:367',4,107.446785,3.661649,93.379395,1,1,0.361113,0.971249
2513,'2020/05/04 09:23:07:375',4,107.446785,3.661649,89.627777,1,1,0.361113,0.971249
2514,'2020/05/04 09:23:07:376',4,107.446785,3.853141,89.627777,1,1,0.361113,0.971249
2515,'2020/05/04 09:23:07:376',4,107.747322,3.853141,89.627777,1,1,0.361113,0.971249
2516,'2020/05/04 09:23:07:388',4,107.747322,3.853141,88.353203,1,1,0.361113,0.971249
2517,'2020/05/04 09:23:07:388',4,107.747322,3.94902,88.353203,1,1,0.361113,0.971249
2518,'2020/05/04 09:23:07:388',4,107.84655,3.94902,88.353203,1,1,0.361113,0.971249
2519,'2020/05/04 09:23:07:406',4,107.84655,3.94902,91.07148,1,1,0.361113,0.971249
2520,'2020/05/04 09:23:07:407',4,107.84655,3.926625,91.07148,1,1,0.361113,0.971249
2521,'2020/05/04 09:23:07:407',4,107.619987,3.926625,91.07148,1,1,0.361113,0.971249
2522,'2020/05/04 09:23:07:415',4,107.619987,3.926625,93.074478,1,1,0.361113,0.971249
2523,'2020/05/04 09:23:07:416',4,107.619987,3.851618,93.074478,1,1,0.361113,0.971249
2524,'2020/05/04 09:23:07:416',4,107.408615,3.851618,93.074478,1,1,0.361113,0.971249
2525,'2020/05/04 09:23:07:426',4,107.408615,3.851618,92.560966,1,1,0.361113,0.971249
2526,'2020/05/04 09:23:07:427',4,107.408615,3.931426,92.560966,1,1,0.361113,0.971249
2527,'2020/05/04 09:23:07:427',4,107.263092,3.931426,92.560966,1,1,0.361113,0.971249
2528,'2020/05/04 09:23:07:437',4,107.263092,3.931426,94.739311,1,1,0.361113,0.971249
2529,'2020/05/04 09:23:07:438',4,107.263092,4.042776,94.739311,1,1,0.361113,0.971249
2530,'2020/05/04 09:23:07:438',4,107.141655,4.042776,94.739311,1,1,0.361113,0.971249
2531,'2020/05/04 09:23:07:445',4,107.141655,4.042776,99.876701,1,1,0.361113,0.971249
2532,'2020/05/04 09:23:07:446',4,107.141655,4.144246,99.876701,1,1,0.361113,0.971249
2533,'2020/05/04 09:23:07:446',4,107.064697,4.144246,99.876701,1,1,0.361113,0.971249
2534,'2020/05/04 09:23:07:458',4,107.064697,4.144246,96.343887,1,1,0.361113,0.971249
2535,'2020/05/04 09:23:07:459',4,107.064697,4.237872,96.343887,1,1,0.361113,0.971249
2536,'2020/05/04 09:23:07:459',4,107.122681,4.237872,96.343887,1,1,0.361113,0.971249
2537,'2020/05/04 09:23:07:469',4,107.122681,4.237872,97.417336,1,1,0.361113,0.971249
2538,'2020/05/04 09:23:07:469',4,107.122681,4.351951,97.417336,1,1,0.361113,0.971249
2539,'2020/05/04 09:23:07:469',4,107.074623,4.351951,97.417336,1,1,0.361113,0.971249
2540,'2020/05/04 09:23:07:487',4,107.074623,4.351951,102.671646,1,1,0.361113,0.971249
2541,'2020/05/04 09:23:07:487',4,107.074623,4.272186,102.671646,1,1,0.361113,0.971249
2542,'2020/05/04 09:23:07:487',4,106.925537,4.272186,102.671646,1,1,0.361113,0.971249
2543,'2020/05/04 09:23:07:495',4,106.925537,4.272186,104.519493,1,1,0.361113,0.971249
2544,'2020/05/04 09:23:07:495',4,106.925537,3.920273,104.519493,1,1,0.361113,0.971249
2545,'2020/05/04 09:23:07:496',4,106.476509,3.920273,104.519493,1,1,0.361113,0.971249
2546,'2020/05/04 09:23:07:506',4,106.476509,3.920273,108.076942,1,1,0.361113,0.971249
2547,'2020/05/04 09:23:07:507',4,106.476509,3.641815,108.076942,1,1,0.361113,0.971249
2548,'2020/05/04 09:23:07:507',4,106.224495,3.641815,108.076942,1,1,0.361113,0.971249
2549,'2020/05/04 09:23:07:515',4,106.224495,3.641815,108.487915,1,1,0.361113,0.971249
2550,'2020/05/04 09:23:07:516',4,106.224495,3.33325,108.487915,1,1,0.361113,0.971249
2551,'2020/05/04 09:23:07:516',4,105.971008,3.33325,108.487915,1,1,0.361113,0.971249
2552,'2020/05/04 09:23:07:527',4,105.971008,3.33325,27.592619,1,1,0.361113,0.971249
2553,'2020/05/04 09:23:07:527',4,105.971008,3.112968,27.592619,1,1,0.361113,0.971249
2554,'2020/05/04 09:23:07:527',4,128,3.112968,27.592619,1,1,0.361113,0.971249
2555,'2020/05/04 09:23:07:538',4,128,3.112968,109.708107,1,1,0.361113,0.971249
2556,'2020/05/04 09:23:07:538',4,128,2.956351,109.708107,1,1,0.361113,0.971249
2557,'2020/05/04 09:23:07:538',4,106.162399,2.956351,109.708107,1,1,0.361113,0.971249
2558,'2020/05/04 09:23:07:556',4,106.162399,2.956351,105.383942,1,1,0.361113,0.971249
2559,'2020/05/04 09:23:07:557',4,106.162399,3.008446,105.383942,1,1,0.361113,0.971249
2560,'2020/05/04 09:23:07:557',4,106.041718,3.008446,105.383942,1,1,0.361113,0.971249
2561,'2020/05/04 09:23:07:567',4,106.041718,3.008446,104.343697,1,1,0.361113,0.971249
2562,'2020/05/04 09:23:07:567',4,106.041718,2.989408,104.343697,1,1,0.361113,0.971249
2563,'2020/05/04 09:23:07:567',4,106.150589,2.989408,104.343697,1,1,0.361113,0.971249
2564,'2020/05/04 09:23:07:577',4,106.150589,2.989408,106.160789,1,1,0.361113,0.971249
2565,'2020/05/04 09:23:07:577',4,106.150589,2.907847,106.160789,1,1,0.361113,0.971249
2566,'2020/05/04 09:23:07:577',4,105.944305,2.907847,106.160789,1,1,0.361113,0.971249
2567,'2020/05/04 09:23:07:585',4,105.944305,2.907847,25.09761,1,1,0.361113,0.971249
2568,'2020/05/04 09:23:07:585',4,105.944305,0,25.09761,1,1,0.361113,0.971249
2569,'2020/05/04 09:23:07:585',4,0,0,25.09761,1,1,0.361113,0.971249
2570,'2020/05/04 09:23:07:595',4,0,0,0,1,1,0.361113,0.971249
2571,'2020/05/04 09:23:07:595',4,0,2.898304,0,1,1,0.361113,0.971249
2572,'2020/05/04 09:23:07:596',4,105.786812,2.898304,0,1,1,0.361113,0.971249
2573,'2020/05/04 09:23:07:596',4,105.786812,2.898304,108.500259,1,1,0.361113,0.971249
2574,'2020/05/04 09:23:07:596',4,105.786812,2.898895,108.500259,1,1,0.361113,0.971249
2575,'2020/05/04 09:23:07:596',4,105.838058,2.898895,108.500259,1,1,0.361113,0.971249
2576,'2020/05/04 09:23:07:607',4,105.838058,2.898895,108.031471,1,1,0.361113,0.971249
2577,'2020/05/04 09:23:07:608',4,105.838058,3.041378,108.031471,1,1,0.361113,0.971249
2578,'2020/05/04 09:23:07:608',4,105.597954,3.041378,108.031471,1,1,0.361113,0.971249
2579,'2020/05/04 09:23:07:626',4,105.597954,3.041378,108.948257,1,1,0.361113,0.971249
2580,'2020/05/04 09:23:07:627',4,105.597954,3.169812,108.948257,1,1,0.361113,0.971249
2581,'2020/05/04 09:23:07:627',4,105.051582,3.169812,108.948257,1,1,0.361113,0.971249
2582,'2020/05/04 09:23:07:636',4,105.051582,3.169812,31.12203,1,1,0.361113,0.971249
2583,'2020/05/04 09:23:07:637',4,105.051582,3.660909,31.12203,1,1,0.361113,0.971249
2584,'2020/05/04 09:23:07:637',4,128,3.660909,31.12203,1,1,0.361113,0.971249
2585,'2020/05/04 09:23:07:646',4,128,3.660909,39.336567,1,1,0.361113,0.971249
2586,'2020/05/04 09:23:07:646',4,128,4.253215,39.336567,1,1,0.361113,0.971249
2587,'2020/05/04 09:23:07:647',4,128,4.253215,39.336567,1,1,0.361113,0.971249
2588,'2020/05/04 09:23:07:656',4,128,4.253215,34.785255,1,1,0.361113,0.971249
2589,'2020/05/04 09:23:07:656',4,128,4.404572,34.785255,1,1,0.361113,0.971249
2590,'2020/05/04 09:23:07:656',4,128,4.404572,34.785255,1,1,0.361113,0.971249
2591,'2020/05/04 09:23:07:667',4,128,4.404572,29.663162,1,1,0.361113,0.971249
2592,'2020/05/04 09:23:07:667',4,128,4.351819,29.663162,1,1,0.361113,0.971249
2593,'2020/05/04 09:23:07:667',4,128,4.351819,29.663162,1,1,0.361113,0.971249
2594,'2020/05/04 09:23:07:679',4,128,4.351819,30.042624,1,1,0.361113,0.971249
2595,'2020/05/04 09:23:07:679',4,128,4.117997,30.042624,1,1,0.361113,0.971249
2596,'2020/05/04 09:23:07:679',4,128,4.117997,30.042624,1,1,0.361113,0.971249
2597,'2020/05/04 09:23:07:696',4,128,4.117997,36.77087,1,1,0.361113,0.971249
2598,'2020/05/04 09:23:07:696',4,128,4.000332,36.77087,1,1,0.361113,0.971249
2599,'2020/05/04 09:23:07:697',4,128,4.000332,36.77087,1,1,0.361113,0.971249
2600,'2020/05/04 09:23:07:705',4,128,4.000332,39.681599,1,1,0.361113,0.971249
2601,'2020/05/04 09:23:07:706',4,128,3.94592,39.681599,1,1,0.361113,0.971249
2602,'2020/05/04 09:23:07:706',4,128,3.94592,39.681599,1,1,0.361113,0.971249
2603,'2020/05/04 09:23:07:715',4,128,3.94592,40.348785,1,1,0.361113,0.971249
2604,'2020/05/04 09:23:07:716',4,128,3.771098,40.348785,1,1,0.361113,0.971249
2605,'2020/05/04 09:23:07:716',4,128,3.771098,40.348785,1,1,0.361113,0.971249
2606,'2020/05/04 09:23:07:725',4,128,3.771098,44.679577,1,1,0.361113,0.971249
2607,'2020/05/04 09:23:07:726',4,128,3.729179,44.679577,1,1,0.361113,0.971249
2608,'2020/05/04 09:23:07:726',4,128,3.729179,44.679577,1,1,0.361113,0.971249
2609,'2020/05/04 09:23:07:736',4,128,3.729179,49.679741,1,1,0.361113,0.971249
2610,'2020/05/04 09:23:07:737',4,128,3.950438,49.679741,1,1,0.361113,0.971249
2611,'2020/05/04 09:23:07:737',4,128,3.950438,49.679741,1,1,0.361113,0.971249
2612,'2020/05/04 09:23:07:747',4,128,3.950438,51.656494,1,1,0.361113,0.971249
2613,'2020/05/04 09:23:07:747',4,128,4.164269,51.656494,1,1,0.361113,0.971249
